Time,Va,Ia,Za,Ra,Xa,Vb,Ib,Zb,Rb,Xb,Vc,Ic,Zc,Rc,Xc
0.145,24695.86962,490.5971569,40.76919106,20.10197062,-35.4688274,-34713.24832,-3.842075079,845.9909335,NaN,NaN,10017.37871,-486.7550818,40.60106823,-36.83574858,-17.07554883
0.146,26266.88809,337.3544404,40.76918213,20.10197404,-35.46881519,-27950.61986,-17.62367121,845.989776,NaN,NaN,1683.731786,-319.7307692,40.60106774,-36.83574749,-17.07555002
0.147,25266.75626,151.0863779,40.76917636,20.10198104,-35.4688046,-18452.03194,-29.67807221,845.9878711,NaN,NaN,-6814.724307,-121.4083057,40.60106773,-36.83574685,-17.07555138
0.148,21793.37448,-49.97380531,40.76917436,20.10199096,-35.46879667,-7147.272721,-38.82531571,845.9854127,NaN,NaN,-14646.10175,88.79912103,40.60106821,-36.83574665,-17.07555295
0.149,16186.74088,-246.1449326,40.76917637,20.10200282,-35.46879226,4857.07069,-44.17000744,845.9826425,NaN,NaN,-21043.81155,290.3149401,40.60106922,-36.83574698,-17.07555462
0.15,8995.671152,-418.2244004,40.76918214,20.10201545,-35.46879174,16385.92993,-45.18897998,845.9798278,NaN,NaN,-25381.60107,463.4133803,40.60107054,-36.83574778,-17.07555606
0.151,924.0778535,-549.3678597,40.76919108,20.10202763,-35.46879512,26310.77878,-41.78250179,845.9772465,NaN,NaN,-27234.85662,591.1503615,40.60107202,-36.8357489,-17.07555715
0.152,-7237.934821,-626.7380663,40.76920234,20.10203814,-35.46880209,33660.10374,-34.28402891,845.9751539,NaN,NaN,-26422.16892,661.0220952,40.60107369,-36.8357504,-17.07555787
0.153,-14691.41301,-642.7614805,40.76921477,20.10204595,-35.46881196,37714.50305,-23.42756632,845.973748,NaN,NaN,-23023.09003,666.1890468,40.60107536,-36.83575214,-17.07555809
0.154,-20706.7589,-595.8696115,40.76922718,20.10205033,-35.46882374,38077.10418,-10.27582843,845.973159,NaN,NaN,-17370.34528,606.1454399,40.60107672,-36.83575378,-17.0755578
0.155,-24695.14785,-490.6525504,40.76923836,20.10205086,-35.46883629,34712.41218,3.883789135,845.9734418,NaN,NaN,-10017.26434,486.7687613,40.60107771,-36.83575521,-17.07555705
0.156,-26266.16832,-337.4096682,40.76924718,20.10204748,-35.46884834,27949.78649,17.66523825,845.9745634,NaN,NaN,-1683.618178,319.74443,40.60107827,-36.83575641,-17.07555581
0.157,-25266.03875,-151.1414413,40.76925281,20.10204055,-35.46885874,18451.20124,29.71949197,845.9764085,NaN,NaN,6814.837495,121.4219494,40.60107829,-36.83575717,-17.07555421
0.158,-21792.65917,49.91890657,40.76925473,20.10203076,-35.46886649,7146.444435,38.8665878,845.9787952,NaN,NaN,14646.21472,-88.78549437,40.60107781,-36.83575742,-17.07555256
0.159,-16186.02751,246.0901991,40.76925274,20.10201909,-35.46887082,-4857.896489,44.21113301,845.9814859,NaN,NaN,21043.92398,-290.3013321,40.60107688,-36.83575715,-17.07555091
0.16,-8994.959826,418.1698307,40.76924705,20.10200669,-35.46887131,-16386.75301,45.22996029,845.9842124,NaN,NaN,25381.71282,-463.399791,40.60107547,-36.83575632,-17.07554936
0.161,-923.3688103,549.3134529,40.76923825,20.10199475,-35.46886796,-26311.59923,41.82333661,845.986711,NaN,NaN,27234.96803,-591.1367895,40.60107381,-36.83575505,-17.07554813
0.162,7238.641768,626.683823,40.7692272,20.10198444,-35.46886111,-33660.9218,34.32471798,845.9887426,NaN,NaN,26422.28002,-661.008541,40.60107212,-36.83575355,-17.07554737
0.163,14692.11808,642.7074008,40.76921501,20.1019768,-35.46885142,-37715.31863,23.46811073,845.9901091,NaN,NaN,23023.20055,-666.1755115,40.60107048,-36.83575186,-17.07554711
0.164,20707.46185,595.8156938,40.76920288,20.10197256,-35.46883988,-38077.91709,10.31622932,845.9906795,NaN,NaN,17370.45524,-606.1319231,40.60106902,-36.83575011,-17.07554741
0.165,24695.84855,490.5987941,40.76919194,20.10197205,-35.4688276,-34713.22251,-3.843531943,845.9904048,NaN,NaN,10017.37397,-486.7552622,40.60106795,-36.83574856,-17.07554823
0.166,26266.86702,337.3560742,40.7691833,20.10197536,-35.46881579,-27950.59444,-17.62512493,845.9893169,NaN,NaN,1683.727428,-319.7309492,40.60106737,-36.83574736,-17.07554943
0.167,25266.73557,151.088009,40.76917782,20.10198215,-35.46880565,-18452.00674,-29.67952147,845.9875269,NaN,NaN,-6814.728817,-121.4084876,40.60106731,-36.83574658,-17.07555097
0.168,21793.35384,-49.97217869,40.76917599,20.10199172,-35.46879812,-7147.247306,-38.82675909,845.9852157,NaN,NaN,-14646.10652,88.79893778,40.60106781,-36.83574632,-17.07555273
0.169,16186.71997,-246.1433112,40.76917793,20.10200314,-35.46879388,4857.096161,-44.17144622,845.9826108,NaN,NaN,-21043.81611,290.3147574,40.60106879,-36.8357466,-17.07555445
0.17,8995.650379,-418.2227821,40.76918349,20.10201527,-35.46879339,16385.95505,-45.19041551,845.9799657,NaN,NaN,-25381.60541,463.4131976,40.60107014,-36.83574737,-17.07555598
0.171,924.0574604,-549.3662445,40.76919209,20.10202689,-35.46879669,26310.80369,-41.78393285,845.9775409,NaN,NaN,-27234.86114,591.1501773,40.60107178,-36.83574861,-17.07555721
0.172,-7237.955294,-626.7364562,40.76920287,20.10203691,-35.4688034,33660.12885,-34.28545427,845.975574,NaN,NaN,-26422.17354,661.0219104,40.60107354,-36.83575019,-17.075558
0.173,-14691.43372,-642.7598754,40.76921478,20.10204439,-35.46881285,37714.52818,-23.42898717,845.9742519,NaN,NaN,-23023.09446,666.1888626,40.60107521,-36.8357519,-17.07555827
0.174,-20706.77936,-595.8680093,40.76922663,20.10204855,-35.46882411,38077.12898,-10.27724593,845.9736982,NaN,NaN,-17370.34963,606.1452553,40.60107664,-36.8357536,-17.075558
0.175,-24695.16799,-490.6509518,40.76923723,20.10204899,-35.46883606,34712.43681,3.882376105,845.9739635,NaN,NaN,-10017.26882,486.7685757,40.60107772,-36.83575516,-17.07555721
0.176,-26266.18864,-337.4080751,40.76924563,20.10204575,-35.46884754,27949.81128,17.66383074,845.9750168,NaN,NaN,-1683.622657,319.7442444,40.60107832,-36.83575639,-17.07555597
0.177,-25266.05922,-151.1398529,40.76925101,20.10203914,-35.46885747,18451.22605,29.71808889,845.9767499,NaN,NaN,6814.833156,121.421764,40.60107839,-36.83575718,-17.07555443
0.178,-21792.67933,49.92049205,40.7692528,20.10202981,-35.46886481,7146.468937,38.86518815,845.9789909,NaN,NaN,14646.21037,-88.7856802,40.60107792,-36.83575746,-17.07555272
0.179,-16186.04743,246.0917805,40.76925086,20.10201871,-35.46886888,-4857.872147,44.20973782,845.9815169,NaN,NaN,21043.91956,-290.3015183,40.60107695,-36.83575718,-17.075551
0.18,-8994.979968,418.1714065,40.76924544,20.1020069,-35.46886934,-16386.72853,45.22857047,845.9840777,NaN,NaN,25381.70848,-463.399977,40.60107559,-36.8357564,-17.07554946
0.181,-923.3890074,549.3150245,40.76923708,20.10199555,-35.46886616,-26311.57474,41.82195115,845.9864249,NaN,NaN,27234.96374,-591.1369756,40.60107397,-36.83575519,-17.07554823
0.182,7238.621905,626.6853914,40.76922658,20.1019858,-35.46885962,-33660.8976,34.323336,845.9883325,NaN,NaN,26422.27568,-661.0087274,40.60107224,-36.83575364,-17.07554744
0.183,14692.09834,642.7089647,40.76921502,20.10197858,-35.46885042,-37715.29457,23.46673318,845.9896153,NaN,NaN,23023.19624,-666.1756979,40.60107057,-36.83575194,-17.07554716
0.184,20707.4419,595.8172523,40.76920348,20.10197453,-35.46883946,-38077.89291,10.31485699,845.9901513,NaN,NaN,17370.45101,-606.1321093,40.60106914,-36.83575024,-17.07554742
0.185,24695.82864,490.6003487,40.76919312,20.10197406,-35.46882781,-34713.19834,-3.844899983,845.989894,NaN,NaN,10017.36971,-486.7554487,40.60106807,-36.8357487,-17.0755482
0.186,26266.84742,337.3576253,40.76918497,20.10197724,-35.46881665,-27950.57053,-17.62648943,845.9888733,NaN,NaN,1683.723123,-319.7311358,40.60106747,-36.83574747,-17.07554942
0.187,25266.71601,151.0895554,40.76917979,20.10198368,-35.46880704,-18451.98297,-29.68088157,845.9871936,NaN,NaN,-6814.733026,-121.4086738,40.6010674,-36.83574669,-17.07555094
0.188,21793.33411,-49.9706375,40.76917804,20.10199275,-35.46879988,-7147.223425,-38.82811411,845.985024,NaN,NaN,-14646.11067,88.79875161,40.60106785,-36.83574641,-17.07555262
0.189,16186.70035,-246.1417738,40.7691799,20.10200356,-35.4687959,4857.120019,-44.17279702,845.9825784,NaN,NaN,-21043.82035,290.3145708,40.6010688,-36.83574667,-17.07555432
0.19,8995.631006,-418.2212484,40.76918518,20.10201502,-35.46879547,16385.97866,-45.19176273,845.980096,NaN,NaN,-25381.60965,463.4130111,40.60107015,-36.83574744,-17.07555586
0.191,924.0380665,-549.3647157,40.76919332,20.10202603,-35.46879859,26310.82719,-41.7852757,845.9778205,NaN,NaN,-27234.86524,591.1499914,40.60107174,-36.83574863,-17.07555707
0.192,-7237.974784,-626.7349322,40.76920353,20.10203554,-35.46880494,33660.15243,-34.28679218,845.9759739,NaN,NaN,-26422.17764,661.0217244,40.60107343,-36.83575014,-17.07555785
0.193,-14691.45307,-642.7583552,40.76921478,20.10204258,-35.46881388,37714.55174,-23.43032092,845.9747323,NaN,NaN,-23023.09867,666.1886761,40.60107509,-36.83575183,-17.07555813
0.194,-20706.79852,-595.8664932,40.76922597,20.10204648,-35.46882453,38077.15231,-10.27857607,845.9742123,NaN,NaN,-17370.35379,606.1450692,40.60107651,-36.83575351,-17.07555788
0.195,-24695.1872,-490.6494405,40.76923602,20.10204692,-35.46883584,34712.46003,3.881050294,845.974461,NaN,NaN,-10017.27284,486.7683902,40.60107756,-36.83575502,-17.07555713
0.196,-26266.20787,-337.4065683,40.76924397,20.10204385,-35.46884671,27949.83457,17.66250975,845.9754492,NaN,NaN,-1683.626715,319.7440586,40.60107816,-36.83575623,-17.07555594
0.197,-25266.07831,-151.1383499,40.76924901,20.10203759,-35.46885605,18451.2493,29.716772,845.9770755,NaN,NaN,6814.828988,121.4215779,40.60107823,-36.83575701,-17.07555443
0.198,-21792.6983,49.92199073,40.76925069,20.10202877,-35.46886298,7146.491981,38.86387489,845.979178,NaN,NaN,14646.2063,-88.78586563,40.60107779,-36.83575729,-17.07555276
0.199,-16186.06644,246.0932745,40.76924888,20.10201827,-35.46886685,-4857.849201,44.20842885,845.9815478,NaN,NaN,21043.91562,-290.3017033,40.60107687,-36.83575705,-17.07555111
0.2,-8994.998942,418.1728962,40.76924375,20.10200712,-35.46886728,-16386.70553,45.22726619,845.9839511,NaN,NaN,25381.70445,-463.4001624,40.60107556,-36.8357563,-17.0755496
0.201,-923.407855,549.3165102,40.76923584,20.10199642,-35.46886425,-26311.55179,41.82065092,845.9861542,NaN,NaN,27234.95963,-591.1371611,40.60107397,-36.83575511,-17.0755484
0.202,7238.603118,626.6868728,40.76922593,20.10198721,-35.46885807,-33660.87483,34.32203942,845.9879442,NaN,NaN,26422.27171,-661.0089122,40.6010723,-36.83575363,-17.07554762
0.203,14692.07955,642.7104416,40.76921499,20.10198037,-35.46884938,-37715.2719,23.46544084,845.9891479,NaN,NaN,23023.19235,-666.1758824,40.6010707,-36.835752,-17.07554734
0.204,20707.42318,595.818725,40.76920411,20.10197656,-35.46883903,-38077.87019,10.31356923,845.9896513,NaN,NaN,17370.44701,-606.1322942,40.6010693,-36.83575034,-17.07554758
0.205,24695.81001,490.6018172,40.76919435,20.10197614,-35.46882805,-34713.17568,-3.846183737,845.9894103,NaN,NaN,10017.36568,-486.7556335,40.60106825,-36.83574883,-17.07554833
0.206,26266.82882,337.3590895,40.76918665,20.10197913,-35.4688175,-27950.54804,-17.62776953,845.9884531,NaN,NaN,1683.719232,-319.7313199,40.60106766,-36.83574765,-17.07554949
0.207,25266.69745,151.0910153,40.76918174,20.10198521,-35.46880842,-18451.96056,-29.68215748,845.9868777,NaN,NaN,-6814.736873,-121.4088578,40.60106757,-36.83574688,-17.07555095
0.208,21793.31563,-49.96918169,40.76918011,20.10199378,-35.46880168,-7147.200989,-38.82938554,845.9848421,NaN,NaN,-14646.11463,88.79856723,40.60106801,-36.8357466,-17.07555259
0.209,16186.68192,-246.1403223,40.76918188,20.10200398,-35.46879793,4857.142399,-44.1740645,845.9825474,NaN,NaN,-21043.82431,290.3143868,40.60106892,-36.83574684,-17.07555424
0.21,8995.612612,-418.2198012,40.76918685,20.10201481,-35.46879752,16386.00088,-45.19302655,845.9802186,NaN,NaN,-25381.61347,463.4128277,40.6010702,-36.83574756,-17.07555571
0.211,924.0197468,-549.3632726,40.76919454,20.1020252,-35.46880046,26310.84932,-41.78653538,845.9780839,NaN,NaN,-27234.86906,591.149808,40.60107173,-36.83574871,-17.07555689
0.212,-7237.993033,-626.7334932,40.76920417,20.10203415,-35.46880646,33660.17459,-34.28804748,845.976351,NaN,NaN,-26422.18155,661.0215407,40.60107339,-36.83575017,-17.07555766
0.213,-14691.47129,-642.7569206,40.76921479,20.10204079,-35.4688149,37714.57383,-23.43157231,845.9751855,NaN,NaN,-23023.10254,666.1884929,40.60107498,-36.8357518,-17.07555794
0.214,-20706.81671,-595.8650627,40.76922536,20.10204449,-35.46882496,38077.17425,-10.27982381,845.9746974,NaN,NaN,-17370.35755,606.1448865,40.60107634,-36.83575341,-17.07555771
0.215,-24695.20529,-490.648014,40.76923484,20.10204489,-35.46883563,34712.4819,3.879806635,845.9749304,NaN,NaN,-10017.27662,486.7682074,40.60107737,-36.83575488,-17.07555699
0.216,-26266.22591,-337.405146,40.76924232,20.10204199,-35.46884587,27949.85646,17.66127039,845.975857,NaN,NaN,-1683.630561,319.7438757,40.60107796,-36.83575605,-17.07555584
0.217,-25266.09634,-151.136932,40.76924708,20.10203608,-35.46885469,18451.27112,29.71553649,845.9773825,NaN,NaN,6814.8252,121.4213955,40.60107804,-36.83575681,-17.0755544
0.218,-21792.71627,49.92340468,40.76924867,20.10202776,-35.46886123,7146.513656,38.86264303,845.9793546,NaN,NaN,14646.20259,-88.7860477,40.60107763,-36.8357571,-17.07555281
0.219,-16186.0843,246.0946844,40.76924695,20.10201785,-35.46886487,-4857.827598,44.20720102,845.9815775,NaN,NaN,21043.91188,-290.3018855,40.60107674,-36.83575687,-17.0755512
0.22,-8995.016775,418.1743019,40.76924211,20.10200734,-35.46886527,-16386.68392,45.22604257,845.9838322,NaN,NaN,25381.70068,-463.4003445,40.60107548,-36.83575615,-17.07554974
0.221,-923.425686,549.3179116,40.76923464,20.10199724,-35.46886241,-26311.53024,41.81943111,845.9858993,NaN,NaN,27234.95592,-591.1373427,40.60107397,-36.83575503,-17.07554858
0.222,7238.585376,626.6882704,40.76922529,20.10198855,-35.46885658,-33660.85342,34.32082323,845.9875786,NaN,NaN,26422.26804,-661.0090936,40.60107237,-36.83575361,-17.07554782
0.223,14692.06191,642.7118352,40.76921498,20.10198211,-35.46884838,-37715.25056,23.46422864,845.988708,NaN,NaN,23023.18865,-666.1760639,40.60107081,-36.83575202,-17.07554754
0.224,20707.40555,595.8201143,40.76920472,20.10197852,-35.46883862,-38077.84885,10.31236116,845.9891807,NaN,NaN,17370.44331,-606.1324755,40.60106945,-36.83575042,-17.07554777
0.225,24695.79238,490.6032024,40.76919551,20.10197812,-35.46882826,-34713.1544,-3.847388047,845.9889551,NaN,NaN,10017.36202,-486.7558143,40.60106844,-36.83574898,-17.07554847
0.226,26266.8113,337.3604709,40.76918825,20.10198095,-35.46881831,-27950.5269,-17.62897023,845.9880576,NaN,NaN,1683.715603,-319.7315006,40.60106786,-36.83574783,-17.07554958
0.227,25266.68001,151.0923927,40.76918363,20.10198669,-35.46880975,-18451.93948,-29.68335424,845.9865801,NaN,NaN,-6814.74052,-121.4090384,40.60106778,-36.83574708,-17.07555099
0.228,21793.29819,-49.9678086,40.76918209,20.10199477,-35.4688034,-7147.179912,-38.83057826,845.9846707,NaN,NaN,-14646.11826,88.79838685,40.60106818,-36.8357468,-17.07555256
0.229,16186.66451,-246.1389532,40.76918375,20.10200439,-35.46879986,4857.16341,-44.17525349,845.9825182,NaN,NaN,-21043.8279,290.3142067,40.60106904,-36.83574702,-17.07555414
0.23,8995.595309,-418.2184358,40.76918845,20.1020146,-35.46879947,16386.02177,-45.19421196,845.9803338,NaN,NaN,-25381.61706,463.4126478,40.60107027,-36.83574771,-17.07555557
0.231,924.0025079,-549.3619113,40.76919571,20.1020244,-35.46880226,26310.87015,-41.7877169,845.9783314,NaN,NaN,-27234.87265,591.1496282,40.60107175,-36.83574881,-17.07555671
0.232,-7238.01028,-626.7321361,40.76920479,20.10203284,-35.46880791,33660.1954,-34.28922502,845.9767055,NaN,NaN,-26422.18512,661.0213612,40.60107333,-36.83575021,-17.07555746
0.233,-14691.48849,-642.7555674,40.76921481,20.1020391,-35.46881588,37714.59458,-23.43274618,845.9756118,NaN,NaN,-23023.10608,666.1883135,40.60107486,-36.83575176,-17.07555774
0.234,-20706.8338,-595.8637132,40.76922477,20.10204258,-35.46882536,38077.19489,-10.28099411,845.9751536,NaN,NaN,-17370.36109,606.1447073,40.60107619,-36.83575332,-17.07555752
0.235,-24695.22234,-490.6466686,40.76923371,20.10204296,-35.46883542,34712.50247,3.878640168,845.9753718,NaN,NaN,-10017.28014,486.7680285,40.60107719,-36.83575474,-17.07555684
0.236,-26266.24295,-337.4038048,40.76924076,20.10204022,-35.46884508,27949.87701,17.66010782,845.9762406,NaN,NaN,-1683.634071,319.7436969,40.60107776,-36.83575587,-17.07555575
0.237,-25266.11332,-151.1355945,40.76924525,20.10203465,-35.4688534,18451.29161,29.71437757,845.9776713,NaN,NaN,6814.821696,121.4212169,40.60107785,-36.83575661,-17.07555437
0.238,-21792.73316,49.9247384,40.76924674,20.1020268,-35.46885956,7146.534039,38.86148764,845.9795207,NaN,NaN,14646.1991,-88.78622605,40.60107745,-36.83575689,-17.07555283
0.239,-16186.10115,246.0960141,40.76924512,20.10201746,-35.46886299,-4857.807274,44.20604942,845.9816055,NaN,NaN,21043.90841,-290.3020635,40.60107661,-36.83575668,-17.07555128
0.24,-8995.033624,418.1756276,40.76924056,20.10200754,-35.46886337,-16386.66361,45.2248948,845.9837206,NaN,NaN,25381.69722,-463.4005224,40.60107541,-36.83575601,-17.07554988
0.241,-923.4424631,549.3192336,40.76923351,20.10199802,-35.46886067,-26311.51,41.81828694,845.9856597,NaN,NaN,27234.95246,-591.1375205,40.60107396,-36.83575493,-17.07554876
0.242,7238.568682,626.6895885,40.76922469,20.10198983,-35.46885517,-33660.83329,34.31968258,845.987235,NaN,NaN,26422.2646,-661.0092711,40.60107241,-36.83575356,-17.07554802
0.243,14692.04524,642.7131494,40.76921497,20.10198375,-35.46884744,-37715.23048,23.46309172,845.9882946,NaN,NaN,23023.18524,-666.1762411,40.60107091,-36.83575204,-17.07554774
0.244,20707.3889,595.8214246,40.76920529,20.10198037,-35.46883823,-38077.8288,10.31122801,845.9887384,NaN,NaN,17370.4399,-606.1326526,40.60106961,-36.83575051,-17.07554795
0.245,24695.77581,490.6045089,40.76919661,20.10198,-35.46882846,-34713.13441,-3.848517646,845.9885272,NaN,NaN,10017.35861,-486.7559913,40.60106863,-36.83574912,-17.07554862
0.246,26266.7948,337.3617736,40.76918976,20.10198267,-35.46881908,-27950.50701,-17.63009634,845.9876859,NaN,NaN,1683.712219,-319.7316773,40.60106806,-36.835748,-17.07554968
0.247,25266.66354,151.0936915,40.76918541,20.10198808,-35.46881101,-18451.91965,-29.68447667,845.9863004,NaN,NaN,-6814.743873,-121.4092148,40.60106797,-36.83574727,-17.07555103
0.248,21793.28175,-49.96651358,40.76918396,20.1019957,-35.46880502,-7147.160108,-38.83169697,845.9845097,NaN,NaN,-14646.12162,88.79821055,40.60106835,-36.835747,-17.07555254
0.249,16186.64814,-246.1376619,40.76918553,20.10200477,-35.46880169,4857.183146,-44.1763687,845.9824908,NaN,NaN,-21043.83127,290.3140305,40.60106918,-36.8357472,-17.07555406
0.25,8995.578992,-418.2171483,40.76918997,20.1020144,-35.46880133,16386.04141,-45.1953237,845.980442,NaN,NaN,-25381.62039,463.412472,40.60107035,-36.83574786,-17.07555543
0.251,923.9862202,-549.3606276,40.76919681,20.10202365,-35.46880395,26310.88974,-41.78882502,845.9785639,NaN,NaN,-27234.87595,591.1494526,40.60107177,-36.83574891,-17.07555654
0.252,-7238.026524,-626.7308562,40.76920537,20.1020316,-35.46880929,33660.21496,-34.29032949,845.9770386,NaN,NaN,-26422.18843,661.0211857,40.60107329,-36.83575025,-17.07555726
0.253,-14691.50468,-642.7542911,40.76921482,20.1020375,-35.4688168,37714.61407,-23.43384717,845.9760124,NaN,NaN,-23023.1094,666.1881383,40.60107476,-36.83575174,-17.07555754
0.254,-20706.84993,-595.8624407,40.76922421,20.10204078,-35.46882574,38077.21429,-10.28209167,845.9755822,NaN,NaN,-17370.36436,606.1445324,40.60107604,-36.83575324,-17.07555734
0.255,-24695.23843,-490.6453999,40.76923264,20.10204114,-35.46883523,34712.52182,3.877546192,845.9757864,NaN,NaN,-10017.2834,486.7678537,40.601077,-36.83575461,-17.07555669
0.256,-26266.259,-337.4025397,40.76923929,20.10203855,-35.46884433,27949.89633,17.65901744,845.976601,NaN,NaN,-1683.63734,319.7435223,40.60107756,-36.8357557,-17.07555565
0.257,-25266.12932,-151.1343331,40.76924352,20.10203329,-35.46885217,18451.31086,29.71329062,845.9779425,NaN,NaN,6814.818438,121.4210425,40.60107765,-36.83575642,-17.07555433
0.258,-21792.7491,49.92599606,40.76924492,20.10202589,-35.46885799,7146.553206,38.86040409,845.9796768,NaN,NaN,14646.19588,-88.78640015,40.60107728,-36.8357567,-17.07555285
0.259,-16186.11706,246.0972681,40.76924339,20.10201708,-35.46886122,-4857.78816,44.2049694,845.9816319,NaN,NaN,21043.9052,-290.3022375,40.60107648,-36.8357565,-17.07555137
0.26,-8995.049478,418.1768779,40.76923909,20.10200773,-35.46886157,-16386.64453,45.22381833,845.9836157,NaN,NaN,25381.694,-463.4006962,40.60107533,-36.83575586,-17.07555001
0.261,-923.458271,549.3204802,40.76923244,20.10199876,-35.46885902,-26311.49099,41.81721385,845.9854346,NaN,NaN,27234.94925,-591.1376941,40.60107394,-36.83575483,-17.07554892
0.262,7238.552919,626.6908315,40.76922413,20.10199103,-35.46885384,-33660.81436,34.31861286,845.9869122,NaN,NaN,26422.26143,-661.0094444,40.60107246,-36.83575353,-17.07554821
0.263,14692.02952,642.7143887,40.76921496,20.1019853,-35.46884654,-37715.2116,23.46202549,845.9879063,NaN,NaN,23023.18207,-666.1764142,40.60107101,-36.83575206,-17.07554794
0.264,20707.37323,595.8226603,40.76920583,20.10198212,-35.46883786,-38077.80996,10.31016526,845.9883229,NaN,NaN,17370.43673,-606.1328255,40.60106976,-36.83575059,-17.07554813
0.265,24695.76018,490.605741,40.76919765,20.10198177,-35.46882865,-34713.11564,-3.849577039,845.9881253,NaN,NaN,10017.35546,-486.756164,40.60106881,-36.83574925,-17.07554876
0.266,26266.77922,337.3630021,40.76919119,20.10198429,-35.4688198,-27950.48831,-17.63115239,845.9873367,NaN,NaN,1683.709096,-319.7318497,40.60106826,-36.83574817,-17.07554977
0.267,25266.64801,151.0949164,40.76918709,20.10198939,-35.46881219,-18451.901,-29.68552929,845.9860376,NaN,NaN,-6814.746996,-121.4093871,40.60106816,-36.83574746,-17.07555107
0.268,21793.26626,-49.96529229,40.76918572,20.10199658,-35.46880655,-7147.141499,-38.83274616,845.9843584,NaN,NaN,-14646.12475,88.79803844,40.60106852,-36.83574719,-17.07555252
0.269,16186.63269,-246.1364442,40.76918721,20.10200514,-35.46880341,4857.201692,-44.17741457,845.982465,NaN,NaN,-21043.83437,290.3138587,40.6010693,-36.83574738,-17.07555398
0.27,8995.563599,-418.2159341,40.76919139,20.10201422,-35.46880307,16386.05988,-45.19636627,845.9805437,NaN,NaN,-25381.62347,463.4123004,40.60107043,-36.835748,-17.0755553
0.271,923.9708791,-549.3594169,40.76919785,20.10202293,-35.46880555,26310.90816,-41.78986419,845.9787822,NaN,NaN,-27234.87903,591.1492811,40.60107179,-36.83574901,-17.07555637
0.272,-7238.041828,-626.7296491,40.76920592,20.10203043,-35.46881058,33660.23334,-34.29136528,845.9773514,NaN,NaN,-26422.19151,661.0210144,40.60107325,-36.83575029,-17.07555708
0.273,-14691.51994,-642.7530876,40.76921483,20.10203599,-35.46881766,37714.63239,-23.43487969,845.9763886,NaN,NaN,-23023.11245,666.1879673,40.60107466,-36.83575172,-17.07555735
0.274,-20706.86514,-595.8612407,40.76922369,20.10203908,-35.4688261,38077.23254,-10.28312092,845.9759848,NaN,NaN,-17370.3674,606.1443616,40.60107589,-36.83575316,-17.07555717
0.275,-24695.25359,-490.6442034,40.76923163,20.10203942,-35.46883504,34712.54002,3.876520287,845.9761759,NaN,NaN,-10017.28643,486.7676831,40.60107683,-36.83575448,-17.07555655
0.276,-26266.27413,-337.4013468,40.7692379,20.10203698,-35.46884363,27949.91448,17.65799487,845.9769394,NaN,NaN,-1683.640365,319.7433519,40.60107737,-36.83575554,-17.07555556
0.277,-25266.1444,-151.1331437,40.76924188,20.10203202,-35.46885102,18451.32895,29.71227129,845.9781972,NaN,NaN,6814.815433,121.4208724,40.60107747,-36.83575624,-17.07555429
0.278,-21792.76413,49.92718208,40.76924321,20.10202504,-35.4688565,7146.571227,38.85938799,845.9798233,NaN,NaN,14646.19289,-88.78657008,40.60107712,-36.83575651,-17.07555287
0.279,-16186.13204,246.0984506,40.76924176,20.10201673,-35.46885954,-4857.770189,44.2039566,845.9816568,NaN,NaN,21043.90221,-290.3024072,40.60107636,-36.83575633,-17.07555144
0.28,-8995.06443,418.1780569,40.7692377,20.10200791,-35.46885987,-16386.62661,45.22280882,845.9835172,NaN,NaN,25381.69102,-463.4008658,40.60107526,-36.83575572,-17.07555014
0.281,-923.4731779,549.3216558,40.76923144,20.10199945,-35.46885747,-26311.47313,41.81620754,845.9852231,NaN,NaN,27234.94629,-591.1378633,40.60107393,-36.83575474,-17.07554909
0.282,7238.538068,626.6920037,40.76922359,20.10199217,-35.46885258,-33660.79656,34.31760975,845.986609,NaN,NaN,26422.25848,-661.0096134,40.6010725,-36.83575349,-17.0755484
0.283,14692.01472,642.7155575,40.76921495,20.10198677,-35.4688457,-37715.19385,23.46102564,845.9875416,NaN,NaN,23023.17913,-666.1765831,40.60107111,-36.83575208,-17.07554812
0.284,20707.35846,595.8238255,40.76920634,20.10198377,-35.46883751,-38077.79225,10.30916865,845.9879327,NaN,NaN,17370.4338,-606.1329942,40.6010699,-36.83575066,-17.0755483
0.285,24695.74546,490.6069029,40.76919863,20.10198345,-35.46882882,-34713.09799,-3.850570484,845.9877479,NaN,NaN,10017.35254,-486.7563324,40.60106898,-36.83574937,-17.0755489
0.286,26266.76455,337.3641606,40.76919254,20.10198582,-35.46882049,-27950.47073,-17.63214268,845.9870087,NaN,NaN,1683.706191,-319.7320179,40.60106844,-36.83574833,-17.07554987
0.287,25266.63337,151.0960715,40.76918868,20.10199063,-35.46881331,-18451.88347,-29.68651636,845.9857908,NaN,NaN,-6814.749891,-121.4095551,40.60106834,-36.83574765,-17.07555111
0.288,21793.25166,-49.96414061,40.76918739,20.10199741,-35.46880799,-7147.124012,-38.83373003,845.9842163,NaN,NaN,-14646.12763,88.79787064,40.60106868,-36.83574738,-17.0755525
0.289,16186.61814,-246.1352958,40.76918879,20.10200548,-35.46880504,4857.21912,-44.17839531,845.9824409,NaN,NaN,-21043.83724,290.3136911,40.60106942,-36.83574755,-17.0755539
